room_type,number_of_reviews,calculated_host_listings_count,availability_365,price
0,0,1,0,75
1,6,1,5,175
1,23,1,75,188
0,3,1,365,75
1,8,1,7,189
1,6,2,2,185
1,4,1,0,165
1,7,1,9,110
1,0,1,0,99
1,0,1,0,180
1,0,1,0,200
1,0,1,0,117
1,0,1,0,240
0,1,1,0,30
1,5,1,145,199
1,9,1,157,129
0,62,1,12,50
0,3,1,0,80
1,1,1,0,200
0,0,2,266,314
1,4,1,0,51
0,1,2,132,85
1,2,1,0,110
1,0,1,9,150
0,11,1,116,78
1,2,2,298,149
0,5,2,0,59
0,2,3,180,125
1,4,1,105,250
1,39,1,269,308
1,1,1,169,157
0,0,1,87,100
0,1,1,0,45
2,13,2,5,65
1,11,1,10,125
0,1,1,39,175
0,1,1,0,60
0,0,1,0,50
1,52,2,323,120
1,0,1,0,75
1,0,1,23,90
0,1,1,0,75
1,43,1,66,295
0,10,1,76,49
1,1,1,0,195
0,3,1,0,215
0,0,1,7,45
0,2,1,118,26
0,1,1,0,31
0,8,2,0,275
1,4,1,0,190
0,42,1,23,100
1,26,1,0,100
1,9,1,0,198
2,1,1,0,50
1,4,2,95,200
0,5,1,2,103
0,24,1,0,85
0,0,1,0,50
1,25,1,0,160
0,2,1,364,92
0,14,1,97,79
1,0,1,77,220
1,0,1,0,120
1,0,1,54,176
0,0,1,44,74
0,0,1,3,74
0,51,2,224,90
0,0,1,173,93
1,11,1,3,75
0,0,1,83,175
1,4,1,0,150
0,1,1,0,75
1,5,1,66,149
0,2,1,103,96
0,0,1,0,120
1,57,1,42,99
0,39,1,5,244
2,9,1,0,65
0,0,1,0,80
1,8,1,0,220
1,7,1,0,160
0,6,1,135,98
1,7,1,41,133
1,1,1,27,250
0,0,1,0,49
1,0,1,0,315
1,40,1,3,69
1,68,1,33,160
0,1,1,0,90
1,2,1,4,120
0,18,1,222,85
0,3,1,0,99
1,42,1,318,220
1,2,1,95,130
1,24,1,363,150
1,7,1,0,215
1,26,1,188,200
0,2,1,0,35
0,0,2,311,50
0,63,3,156,50
0,0,1,0,60
0,5,1,0,59
0,62,3,0,55
1,6,1,0,300
0,25,2,0,55
0,0,1,0,33
0,9,1,179,120
0,8,3,75,50
1,38,1,0,100
0,0,1,0,51
1,70,1,328,285
1,1,3,354,295
0,3,1,82,115
0,0,1,0,40
0,7,1,188,89
0,27,2,261,69
1,1,1,0,143
0,0,2,90,75
1,0,1,114,250
1,6,1,351,160
1,0,1,0,130
1,2,1,0,80
0,0,2,0,50
0,43,1,15,72
0,0,1,365,85
0,9,1,329,79
1,0,3,0,95
0,7,1,6,95
1,0,3,69,152
0,0,1,0,34
0,6,1,351,150
0,0,1,110,79
0,19,3,76,89
1,25,2,347,90
1,32,1,184,130
1,0,1,0,220
1,1,1,36,140
1,0,1,0,225
0,0,1,44,137
1,1,2,46,105
0,5,3,0,120
1,13,1,0,230
1,2,1,0,150
1,0,1,0,299
0,51,1,0,65
1,0,1,0,165
0,1,1,0,75
2,2,2,1,75
1,0,3,365,120
0,1,1,0,99
1,0,1,0,280
0,36,1,179,55
1,4,1,0,180
1,20,2,357,175
1,34,1,15,110
1,15,1,0,125
0,2,1,0,90
2,0,1,0,70
0,39,1,46,55
0,0,1,0,25
0,1,1,0,50
0,30,1,21,45
1,54,2,1,140
1,8,2,8,105
0,0,1,0,100
0,0,1,90,100
0,2,1,0,85
1,0,1,0,195
0,2,1,0,55
0,0,1,0,100
1,13,1,89,150
0,36,1,26,55
1,0,1,0,100
1,4,1,0,200
1,4,1,322,250
0,3,2,0,80
0,61,1,323,65
1,0,1,31,125
1,19,1,0,200
1,62,1,275,140
1,3,1,0,140
1,5,1,321,90
1,20,1,0,175
1,7,1,66,100
2,3,1,0,29
0,6,3,0,295
0,9,1,0,46
1,9,1,0,75
1,2,2,0,120
0,17,2,90,135
0,16,1,363,60
0,17,3,177,90
0,8,1,0,100
0,46,2,272,80
1,23,1,285,140
1,0,1,23,200
1,2,1,0,125
1,0,3,122,120
0,9,1,319,55
1,65,1,254,185
1,34,1,0,70
1,3,1,0,109
1,25,1,0,200
1,3,1,15,117
1,3,1,0,100
1,12,1,137,120
1,46,1,244,95
1,63,1,0,225
0,4,1,0,37
0,0,2,140,80
0,0,1,0,50
0,0,1,317,51
0,11,1,0,80
1,2,1,129,289
0,12,1,89,100
1,52,1,84,239
0,1,2,0,80
0,11,2,90,148
0,8,3,164,49
0,1,1,0,250
0,28,2,0,50
1,5,1,0,150
1,14,1,251,90
0,52,1,78,65
1,0,1,0,180
0,3,1,0,42
1,2,1,0,275
1,16,1,0,180
0,9,1,0,300
0,2,1,0,80
1,2,1,24,75
0,2,1,83,90
1,7,1,0,175
0,17,3,365,65
1,6,1,0,149
0,0,1,0,60
0,0,1,20,225
1,3,2,0,120
1,0,1,0,100
1,7,1,0,130
0,3,1,0,45
1,58,1,2,210
1,49,1,64,165
1,0,1,0,124
2,0,1,0,90
0,25,1,0,40
1,11,1,1,225
0,10,1,27,59
0,41,2,13,175
0,2,1,0,45
1,22,1,165,250
1,3,1,0,140
1,13,1,260,230
0,6,1,45,100
1,1,1,0,75
1,10,2,5,150
1,2,2,138,61
1,6,1,0,150
1,10,1,0,180
1,0,1,324,230
0,3,2,322,99
1,2,1,57,40
0,5,1,0,50
1,8,1,0,115
1,0,1,213,80
0,1,1,0,80
2,0,1,38,90
0,2,1,0,110
0,0,1,0,150
1,24,1,213,165
0,62,2,58,80
0,11,1,0,36
0,8,1,0,125
0,53,2,13,52
0,3,2,347,49
0,2,1,0,77
1,0,1,83,240
1,38,3,249,160
1,17,1,0,80
1,2,1,0,250
1,5,1,8,100
1,23,1,2,147
0,0,1,0,150
1,14,1,44,135
0,47,2,0,80
1,9,1,0,130
0,0,1,0,60
1,13,1,1,123
1,2,2,9,65
0,22,1,33,115
1,0,1,0,275
1,5,1,365,280
1,23,1,0,236
0,1,1,0,45
0,1,1,0,80
0,20,1,3,26
0,15,1,292,70
1,42,3,121,100
1,0,1,24,125
0,1,2,0,70
1,0,1,0,140
1,1,1,254,210
0,4,1,67,85
1,11,1,0,300
1,18,1,248,199
1,20,1,358,105
1,3,1,195,299
1,64,2,315,140
0,15,1,356,60
1,2,1,339,189
2,10,1,0,16
1,0,3,0,105
0,42,2,77,70
1,1,1,0,185
0,2,1,0,80
0,2,1,0,107
1,0,1,0,100
1,21,1,188,139
0,1,1,0,25
1,2,1,0,140
2,0,1,0,60
1,18,1,203,70
1,0,1,35,137
0,19,1,0,80
0,10,2,235,50
0,1,2,0,39
0,0,1,26,185
0,21,2,82,99
0,8,1,30,85
1,7,2,304,80
0,0,1,0,70
1,37,1,0,229
1,7,2,345,175
0,65,2,335,75
1,38,2,332,229
0,8,1,0,50
0,4,1,63,90
1,11,1,129,63
1,4,1,12,154
0,59,3,342,60
0,12,2,0,42
1,10,1,29,99
1,8,1,0,150
0,17,1,11,65
1,8,1,0,193
0,0,1,0,300
1,11,1,0,144
1,3,1,0,108
0,1,2,127,50
1,4,1,0,200
0,6,2,358,80
1,1,2,210,90
1,0,1,0,300
1,28,1,0,175
1,28,1,170,109
1,0,2,270,250
1,2,1,0,140
0,52,3,363,65
0,31,1,297,58
1,1,1,0,220
0,1,1,88,75
0,29,2,126,47
0,0,1,0,63
0,1,1,8,200
1,1,1,0,145
1,0,2,4,200
1,0,1,0,127
1,0,1,0,125
1,3,1,12,110
1,44,1,98,155
0,37,1,0,150
0,28,2,40,100
1,5,1,0,100
1,18,1,247,162
0,0,1,91,150
1,26,1,343,159
1,4,1,0,155
0,0,3,44,30
0,0,2,0,90
0,32,3,78,60
1,1,1,0,70
1,4,1,144,190
0,14,1,0,59
1,9,1,0,100
1,0,2,0,200
0,11,2,177,150
0,59,3,89,30
1,0,2,42,130
1,1,1,0,149
1,7,1,0,240
1,22,1,239,90
0,25,2,64,82
0,21,1,61,72
1,0,1,9,150
1,2,1,0,250
0,2,1,1,175
1,2,1,0,75
1,0,1,0,109
1,39,1,141,90
1,3,1,0,120
1,29,1,200,110
1,49,3,319,133
0,0,1,69,55
0,4,2,28,95
0,7,2,0,119
0,14,2,5,65
0,10,2,307,38
1,24,1,0,139
0,3,1,0,160
1,5,2,1,220
1,0,1,0,150
1,36,1,36,250
1,5,2,50,110
1,1,1,0,225
1,5,1,0,200
1,5,1,0,90
0,15,1,27,100
0,10,1,14,70
2,17,1,0,40
1,17,1,20,99
1,5,1,4,172
1,15,1,5,275
1,0,1,0,85
0,26,1,118,125
0,18,2,0,60
0,55,1,0,48
1,1,1,0,250
1,42,1,15,200
0,55,1,49,90
0,2,1,0,110
1,10,1,0,175
1,42,1,355,160
1,9,1,151,149
1,2,1,0,185
1,4,2,46,160
0,0,1,0,65
0,0,1,105,78
1,65,1,106,185
0,8,1,365,87
1,0,1,0,120
1,52,2,137,69
1,8,1,90,225
1,48,1,0,195
0,17,1,119,45
1,22,1,4,200
0,3,1,89,85
1,7,1,4,225
1,2,1,188,255
1,0,1,156,120
0,1,1,0,75
0,39,2,51,47
1,0,1,70,158
0,1,1,0,65
0,0,1,83,200
1,9,1,0,110
1,5,1,266,137
0,4,1,0,95
0,28,1,73,50
1,33,2,15,106
0,0,1,89,34
0,2,3,351,75
1,21,1,224,190
0,38,2,147,84
0,30,1,218,94
0,2,1,0,55
0,0,1,0,85
1,14,1,143,178
0,25,1,0,65
2,4,1,340,57
0,2,1,0,300
1,2,1,0,135
1,10,1,0,80
1,58,1,36,300
0,44,3,89,39
2,0,1,89,115
2,26,1,141,40
1,13,1,345,239
1,54,1,90,120
2,28,1,248,60
2,1,1,70,66
0,27,1,136,125
1,25,1,0,85
1,40,1,0,125
0,31,3,0,45
0,45,2,0,65
0,0,1,0,52
0,14,1,30,100
1,21,1,2,195
1,15,1,0,99
1,3,1,0,150
0,0,1,0,40
1,36,1,263,115
1,0,1,0,100
0,0,1,10,45
1,2,1,0,175
0,3,3,45,140
0,8,1,312,75
0,9,1,0,100
1,3,1,3,150
1,4,3,14,175
1,2,1,0,205
0,35,1,5,60
0,6,1,12,110
1,5,1,0,110
0,46,2,38,110
1,44,1,332,249
1,6,2,267,200
1,24,1,55,71
0,1,1,0,85
0,4,1,0,80
1,0,1,0,123
0,4,1,0,55
0,0,1,0,50
1,9,1,0,75
1,1,1,0,200
1,1,1,0,90
0,33,2,124,100
0,0,1,0,60
0,0,1,0,150
1,24,1,236,150
1,8,1,0,105
1,15,1,18,180
0,56,1,365,89
1,20,1,34,120
0,5,1,0,45
0,4,1,9,50
1,1,1,365,190
1,32,2,251,200
1,10,1,0,96
1,21,1,7,125
1,11,1,0,175
1,6,1,0,195
1,23,1,0,250
1,7,1,0,150
1,4,2,0,70
0,0,1,0,125
1,13,2,141,140
1,43,1,63,200
0,0,1,0,85
1,9,1,33,160
0,66,2,99,100
0,2,1,180,60
0,16,2,3,55
1,0,1,0,300
0,0,2,290,55
1,0,1,0,200
1,7,1,7,115
0,11,1,0,65
0,2,1,0,45
0,0,1,72,75
0,52,1,341,45
2,7,1,158,50
1,2,1,0,145
1,0,1,0,79
0,2,1,0,60
0,59,1,68,75
1,7,1,328,278
1,1,1,0,90
0,1,1,0,105
0,0,1,362,100
0,8,1,156,100
1,30,1,281,185
0,1,2,0,50
1,24,1,12,94
0,2,1,0,89
0,0,1,0,65
0,16,1,173,79
0,4,1,0,119
0,0,2,67,59
0,1,1,0,200
0,0,1,0,75
1,6,1,116,249
0,6,2,281,50
0,11,2,296,60
1,51,1,0,165
0,1,1,0,115
0,2,2,361,70
0,13,2,0,100
0,1,1,0,99
0,0,1,365,100
1,16,1,0,200
0,1,1,363,60
1,51,1,40,225
1,2,1,0,120
2,57,1,58,23
1,1,1,21,72
0,0,1,0,75
1,8,1,0,149
0,23,2,0,45
0,0,1,0,100
0,18,2,311,75
2,52,1,194,49
0,4,1,0,29
0,9,1,89,87
0,59,2,54,29
0,0,2,0,58
1,0,1,319,300
1,18,1,1,148
0,7,1,0,52
1,8,1,81,190
0,2,3,336,99
0,6,1,0,56
0,10,1,52,75
0,3,1,0,200
1,8,1,0,89
0,9,3,30,55
0,0,1,0,45
0,6,2,0,75
1,0,1,0,150
1,10,1,345,200
0,46,2,310,87
1,18,1,18,250
1,18,1,292,275
0,2,1,189,60
0,9,1,248,58
1,10,1,13,150
0,30,3,322,75
1,6,1,0,150
1,3,1,101,118
0,24,1,0,50
1,17,1,0,285
1,2,1,0,250
0,27,1,0,80
0,1,1,0,100
0,56,1,184,64
0,6,1,0,45
0,9,1,179,50
0,2,1,0,35
2,0,1,0,75
0,0,1,0,100
1,6,1,0,100
0,4,3,342,80
1,53,1,2,250
1,11,1,0,120
1,2,1,229,200
0,14,2,332,135
1,3,1,309,160
1,32,1,8,98
1,65,1,127,115
1,28,1,0,72
1,9,1,88,295
0,14,2,35,56
1,1,1,0,250
0,1,1,17,40
1,11,1,0,100
1,2,2,126,250
1,1,1,0,190
0,0,1,0,85
1,47,1,89,250
0,1,1,310,50
0,19,2,32,130
1,6,1,0,145
1,60,2,297,255
0,7,1,13,40
0,1,1,0,45
1,0,1,0,250
0,0,1,0,120
1,7,1,3,150
0,40,3,319,29
0,8,2,91,121
1,1,2,0,187
1,24,1,17,249
1,29,3,116,179
0,3,2,281,85
1,2,2,0,280
1,46,1,64,280
0,2,1,0,175
1,3,1,0,145
0,0,1,83,80
0,6,1,55,75
0,4,2,84,50
1,1,1,0,90
2,30,1,157,30
0,0,1,0,110
0,6,1,0,139
0,0,1,0,75
1,2,1,336,120
1,2,1,15,119
0,0,1,0,25
0,2,3,94,100
1,7,1,18,90
0,1,1,0,60
0,1,1,0,31
1,10,1,0,71
1,12,1,6,195
1,5,1,15,175
0,9,2,0,77
1,10,1,0,100
1,1,1,75,240
0,70,3,0,135
0,17,3,0,90
1,2,1,0,115
0,1,1,0,55
1,53,1,153,165
0,26,1,284,99
1,8,1,11,150
0,0,1,67,38
1,4,1,0,110
1,9,1,48,92
0,5,2,0,120
0,9,1,0,130
0,1,1,0,160
0,0,1,0,25
1,19,1,12,300
0,3,1,167,63
0,1,1,344,91
0,15,1,0,34
1,56,2,332,125
1,3,1,12,85
0,17,2,159,70
0,4,1,169,100
1,62,2,28,182
1,0,1,0,120
1,0,1,0,160
0,28,2,0,60
0,14,1,306,99
2,1,1,0,22
1,23,1,4,154
1,0,1,17,260
1,2,1,0,95
1,12,1,0,99
1,4,2,336,249
1,4,2,31,88
0,0,1,0,125
0,2,1,0,50
1,6,1,0,250
0,32,2,123,40
0,53,1,340,75
1,3,2,364,112
1,0,1,0,210
1,0,1,0,300
1,4,1,0,120
1,3,1,0,90
0,25,1,7,61
1,5,1,81,120
1,0,1,178,200
1,6,1,0,167
2,12,1,0,120
0,20,1,0,98
1,7,1,2,150
0,4,1,35,75
0,16,3,235,90
0,1,1,0,85
0,33,3,28,59
0,2,2,0,85
0,0,2,0,65
1,6,1,0,110
1,0,1,0,200
1,31,1,0,83
1,10,1,0,60
1,0,1,0,150
0,2,1,326,60
0,9,2,0,50
1,0,1,0,164
1,2,1,0,175
1,61,1,264,158
1,1,1,0,150
1,6,2,352,225
0,8,1,0,55
1,0,1,76,250
0,0,1,364,160
0,2,1,0,60
0,0,1,157,130
1,8,1,0,195
0,0,2,65,69
1,39,1,90,175
0,14,1,0,55
1,11,1,38,150
1,0,1,0,95
1,1,1,0,67
0,14,3,348,180
1,0,1,0,250
0,17,1,4,90
0,9,1,67,75
1,8,1,328,120
1,13,1,120,160
0,1,1,2,80
1,5,2,0,130
0,18,1,0,46
0,4,1,0,55
1,37,1,0,150
0,1,1,0,95
0,10,3,121,73
1,46,1,323,190
1,4,1,110,101
1,36,1,53,225
0,5,2,334,75
0,27,1,35,35
0,45,2,84,58
0,2,1,180,45
1,8,1,183,115
1,0,1,0,105
0,2,2,0,50
1,24,1,14,180
0,19,1,172,100
0,0,1,0,110
0,0,2,179,90
0,45,1,324,69
1,0,1,0,250
0,4,3,350,140
0,66,3,283,38
1,4,2,0,157
1,0,1,0,250
1,1,1,7,240
1,28,1,64,182
0,9,1,89,80
1,32,1,265,190
1,62,1,34,95
0,0,1,0,40
0,6,1,292,42
0,2,2,0,15
0,51,3,55,70
1,0,1,4,100
0,9,2,0,45
1,52,2,316,170
1,13,1,213,250
1,17,1,77,75
0,1,1,0,56
0,29,3,78,85
1,6,1,90,150
0,21,1,6,100
1,0,1,0,125
0,0,1,329,35
0,56,2,81,53
1,0,1,0,90
1,1,1,0,150
1,2,1,297,250
1,5,1,0,124
1,28,1,45,220
1,42,1,258,150
1,4,1,78,150
0,1,1,179,69
1,8,1,178,225
1,1,1,12,275
1,10,1,112,300
1,17,1,253,75
0,5,1,0,90
1,1,1,0,100
1,0,1,0,179
0,8,1,0,63
0,42,1,286,105
1,52,3,222,175
1,19,1,81,80
0,1,1,0,50
1,2,1,11,250
0,25,3,306,37
0,1,1,0,75
1,5,1,8,171
1,1,1,0,125
0,1,1,0,150
1,7,1,0,100
1,1,1,0,180
0,6,1,0,76
1,24,2,26,260
0,0,1,72,99
0,22,1,311,69
1,21,1,0,100
0,1,1,87,68
1,4,1,63,211
1,5,1,0,150
1,9,1,0,70
1,0,1,0,100
1,6,1,31,90
1,36,3,202,250
1,19,2,143,99
0,7,2,0,53
0,34,1,34,93
0,2,2,77,94
0,5,1,0,90
1,0,2,0,150
0,7,1,35,57
1,27,1,0,245
0,1,2,0,125
0,0,1,0,115
0,3,1,0,110
0,16,1,0,100
1,1,1,95,125
1,1,1,178,50
0,1,1,0,147
0,16,1,0,65
1,2,1,0,300
1,2,2,224,60
1,2,1,0,200
0,22,2,0,43
0,0,1,30,215
0,1,1,0,59
0,56,2,306,55
1,9,1,0,115
1,57,1,9,189
1,14,1,0,250
1,3,1,0,114
0,2,1,0,120
1,9,1,0,180
1,0,1,45,249
1,66,1,23,275
0,2,1,0,80
1,9,1,0,105
0,1,1,0,45
0,30,3,92,50
0,17,1,0,84
0,11,3,0,65
1,6,1,0,140
1,22,1,188,200
1,0,1,0,299
0,0,1,0,80
1,4,1,0,140
0,3,1,2,69
0,0,2,0,70
1,12,1,0,175
1,0,1,0,100
1,23,1,31,235
0,50,2,38,75
0,46,2,192,83
1,3,1,339,275
1,26,1,176,300
1,2,1,0,97
0,1,1,0,181
1,7,1,0,119
1,34,1,0,140
0,1,1,0,65
0,4,1,0,120
0,16,1,0,110
1,1,1,0,103
1,1,1,32,180
0,0,1,365,200
0,2,1,0,50
1,2,1,0,125
0,62,1,0,32
1,0,2,71,100
1,14,1,30,149
1,0,1,247,250
0,42,1,0,85
1,14,1,175,180
0,13,2,333,69
0,1,1,0,80
1,7,1,0,70
0,2,3,319,65
0,3,1,188,70
1,1,1,342,225
1,11,1,105,150
0,13,2,0,49
1,10,1,0,200
1,15,1,35,150
1,1,1,191,160
1,0,1,31,300
0,0,1,0,110
1,8,1,0,185
1,3,3,312,150
1,28,1,25,200
0,1,1,0,40
1,7,1,0,180
0,0,1,0,60
1,2,1,0,250
1,0,1,0,300
0,1,1,365,160
0,4,1,87,230
0,2,2,0,40
1,65,1,48,100
0,7,1,0,30
1,1,1,0,200
0,0,1,331,40
0,13,3,49,28
1,11,1,0,100
0,1,1,0,50
0,0,3,305,50
1,33,2,80,250
0,0,1,0,39
0,21,1,364,60
0,3,2,314,80
1,6,1,0,89
0,2,2,0,50
1,2,1,0,110
0,31,2,0,99
1,19,1,31,100
0,0,1,180,80
1,2,1,35,240
0,0,2,0,90
1,11,1,144,188
0,0,1,0,39
0,51,3,4,100
1,0,1,19,269
0,9,1,245,90
0,8,1,90,75
1,0,1,58,120
1,2,1,0,100
1,4,1,0,325
0,0,2,279,79
0,8,2,0,45
1,1,1,0,49
1,2,1,0,120
0,0,1,0,80
1,3,1,79,209
0,0,1,179,55
0,0,1,0,50
1,18,1,0,155
0,1,1,0,75
1,21,1,98,280
0,5,1,83,80
0,3,3,69,35
1,1,1,0,230
0,5,1,37,70
1,0,2,277,220
1,17,1,0,175
1,57,1,0,250
1,24,1,42,250
0,4,2,0,90
0,58,1,190,100
0,52,1,28,125
1,10,1,0,139
0,1,1,90,107
1,0,1,0,75
1,0,1,0,150
0,0,2,97,250
1,2,1,0,250
1,9,1,89,44
0,3,2,0,55
0,1,1,56,90
0,2,3,85,140
2,14,2,0,40
0,0,1,189,90
0,31,1,147,60
1,3,1,0,175
0,55,1,53,123
1,5,1,204,295
0,15,1,12,77
1,46,1,3,165
1,4,1,0,110
1,3,1,0,100
0,0,1,178,25
0,7,1,0,35
1,0,1,63,150
1,26,1,67,200
1,36,1,0,87
1,0,1,0,65
0,0,1,0,60
1,9,1,0,230
1,40,1,65,180
1,0,1,0,95
1,9,1,2,200
1,8,1,0,149
1,68,1,277,175
0,2,1,0,65
1,0,1,0,200
0,25,2,42,60
0,0,1,2,60
0,5,1,0,35
0,2,1,0,80
0,0,2,86,60
0,5,2,0,65
0,6,2,188,60
1,1,1,11,100
0,31,1,69,169
0,5,1,0,62
0,8,2,4,69
0,0,1,0,60
1,12,1,0,135
1,6,1,66,162
1,70,1,67,156
1,5,1,0,100
0,1,1,0,100
0,2,1,0,47
1,0,1,0,189
0,1,1,0,80
1,5,1,365,289
1,17,1,0,150
0,0,1,0,80
0,34,1,116,60
0,3,1,0,95
0,1,2,0,175
0,49,2,324,45
1,2,1,11,149
0,3,1,0,55
0,28,2,333,55
1,0,2,0,118
1,8,1,0,110
1,4,2,18,175
0,38,2,329,80
0,1,1,0,63
1,29,1,7,175
0,0,1,67,50
0,47,2,188,58
0,6,2,38,35
0,4,1,363,150
0,0,3,356,95
1,15,1,61,120
0,0,2,341,91
0,43,2,365,75
1,45,1,6,150
2,0,1,71,36
1,1,1,0,152
0,1,1,0,115
1,0,1,0,325
1,9,1,174,132
0,2,1,3,40
0,4,2,8,85
1,1,1,0,250
1,0,1,0,160
1,0,1,0,225
1,3,1,0,200
0,59,1,61,79
1,6,1,180,300
0,51,2,0,59
1,1,1,0,75
1,6,1,0,120
0,69,2,163,56
1,24,2,36,135
1,0,1,0,89
1,25,1,0,190
0,1,1,0,44
1,10,1,43,150
0,0,1,0,60
1,1,1,0,150
0,2,1,0,64
1,0,2,0,115
0,1,1,307,61
0,3,1,189,50
1,7,1,11,150
0,19,3,81,130
2,21,2,260,21
1,1,1,27,200
0,4,1,0,67
0,27,1,1,65
1,3,1,0,195
0,0,2,0,75
1,0,1,3,115
1,0,1,189,331
0,0,1,365,250
0,2,1,173,65
0,61,2,124,35
0,1,1,0,60
0,0,1,0,100
1,1,1,117,185
0,17,1,19,65
1,70,3,170,149
1,5,1,0,90
1,3,2,0,250
1,16,2,304,50
0,18,1,0,47
0,48,1,312,72
2,37,1,83,250
1,60,1,18,225
1,3,1,0,250
1,17,1,5,180
1,53,1,148,210
0,61,1,264,110
0,16,1,0,100
0,2,1,85,79
0,4,1,76,75
0,0,1,0,50
1,5,1,0,125
0,0,1,310,65
0,1,1,0,56
1,0,1,39,120
0,4,1,203,175
1,0,1,158,190
0,0,2,0,102
0,43,2,0,75
1,5,1,0,200
1,1,1,10,155
0,5,1,0,80
1,10,1,36,189
1,21,1,347,165
1,9,1,236,99
1,6,2,9,275
0,24,1,153,50
1,36,1,325,135
1,18,1,4,180
1,7,1,122,140
1,11,1,0,225
0,0,1,46,150
0,0,1,0,100
1,1,1,0,100
0,39,1,247,55
1,0,1,77,160
0,7,1,63,65
0,6,1,0,49
1,0,1,0,200
0,12,3,365,42
0,48,1,171,61
0,45,2,0,50
0,0,1,0,46
1,2,1,0,175
1,0,1,0,200
1,3,1,0,119
0,60,2,182,75
0,25,1,38,95
1,57,1,32,165
1,8,1,87,165
0,25,3,74,55
1,0,1,0,96
1,11,1,3,70
1,60,1,284,85
0,20,1,363,60
1,58,1,138,165
1,0,1,0,220
0,12,3,279,89
0,0,1,0,200
1,1,1,5,155
1,11,1,0,125
1,0,1,365,150
0,4,2,0,80
0,3,1,0,59
0,2,1,0,65
0,25,2,0,185
1,23,1,17,270
0,0,1,0,100
0,2,1,0,200
0,33,3,1,69
1,5,1,0,100
0,11,1,0,54
1,25,1,180,120
1,0,1,0,100
0,22,1,131,65
0,12,2,0,60
0,4,1,0,111
0,0,1,358,125
0,8,1,0,100
1,2,1,0,150
0,1,1,180,75
1,62,1,0,185
0,8,1,27,150
0,7,1,133,75
0,1,1,0,50
0,5,1,0,79
1,0,1,0,165
1,1,1,0,115
0,0,3,90,85
1,67,1,185,250
1,8,1,0,175
1,1,2,229,80
0,7,2,0,33
0,2,2,321,98
0,0,1,265,50
0,28,1,68,150
0,2,1,0,160
0,3,1,0,37
1,12,1,65,100
0,0,2,0,110
0,20,3,20,65
0,1,1,87,55
1,26,3,271,275
0,2,1,0,80
0,60,3,355,60
1,2,1,71,175
0,12,1,90,75
1,2,1,0,200
0,0,1,0,45
1,21,2,75,135
1,0,1,0,130
0,10,1,365,38
1,12,1,29,80
0,2,3,330,54
1,34,1,159,140
0,0,1,87,70
1,0,1,324,325
1,23,1,149,85
1,4,2,0,119
0,1,1,0,90
0,2,1,0,50
0,0,1,0,50
0,17,2,179,175
1,5,1,0,225
1,5,1,62,85
0,61,3,151,79
0,46,1,72,85
1,0,1,0,250
0,34,3,90,86
1,2,1,195,295
0,9,1,129,45
0,1,1,0,110
0,1,1,0,35
1,0,1,0,206
0,2,1,0,75
1,7,2,0,180
1,12,2,340,140
1,1,1,0,140
0,0,1,0,45
1,0,1,0,90
2,1,2,1,65
0,0,1,0,125
0,7,1,0,35
1,13,1,115,120
0,47,1,203,70
0,38,1,16,120
0,12,1,365,90
1,15,1,0,225
1,3,1,0,135
1,0,1,0,160
1,6,1,0,200
1,12,1,0,102
0,0,1,0,50
1,1,1,0,225
0,6,1,333,60
0,1,1,0,200
0,1,2,0,115
1,11,1,223,250
1,3,1,0,130
0,1,1,179,40
0,28,1,0,95
2,0,1,9,200
1,4,1,0,95
0,9,1,4,50
1,7,1,0,149
0,0,1,0,125
0,1,1,0,75
1,6,1,0,200
0,0,1,82,40
0,0,3,0,90
1,17,1,0,200
0,2,1,0,85
0,30,3,314,55
1,0,1,169,223
0,13,1,361,70
0,49,1,322,225
1,0,1,89,250
0,0,2,0,44
0,0,1,350,56
1,58,1,295,130
1,0,1,27,92
1,17,2,0,225
1,6,1,1,130
0,0,1,0,70
1,0,2,67,91
1,20,3,290,110
0,0,1,0,99
1,8,1,18,88
1,9,1,10,120
1,10,1,0,140
1,1,1,9,130
0,13,1,2,100
1,33,1,241,195
1,20,1,0,164
1,1,1,77,180
0,0,1,282,75
0,20,3,337,110
0,4,2,22,80
0,2,1,35,50
0,0,2,0,75
0,6,1,180,65
1,10,1,15,135
0,5,2,334,175
1,24,1,20,200
1,2,2,364,150
0,1,3,89,100
0,5,1,130,66
0,8,1,0,30
0,3,2,197,60
0,0,1,71,130
0,3,1,193,85
1,8,1,0,125
0,7,1,71,34
0,0,1,6,50
0,4,1,0,51
1,0,1,0,175
1,1,1,277,145
0,12,1,14,68
1,0,1,92,144
0,0,1,0,40
1,2,1,326,295
0,8,1,125,92
0,22,1,357,120
0,2,1,158,80
1,3,1,0,65
0,0,1,0,40
0,6,1,0,102
0,4,1,0,100
1,11,1,319,300
0,9,2,88,150
1,7,1,0,220
1,1,1,0,90
1,21,2,5,150
0,12,1,0,65
1,29,1,119,130
1,1,1,0,195
1,1,1,0,150
1,23,2,33,60
1,0,1,148,136
1,15,1,0,100
1,7,1,0,150
0,12,1,252,100
0,0,1,0,38
1,5,1,5,145
1,63,2,50,60
0,50,1,38,57
0,0,3,103,120
1,20,2,18,102
1,6,1,0,100
0,34,1,39,76
1,9,1,1,115
0,0,1,0,55
1,4,1,43,250
1,16,1,15,75
0,1,1,83,90
1,1,1,0,128
1,0,1,0,199
1,31,1,68,80
