room_type,number_of_reviews,calculated_host_listings_count,availability_365,price
1,0,1,0,225
1,4,1,96,100
1,47,1,28,139
0,2,1,365,63
1,10,1,0,100
1,14,1,79,175
1,2,1,0,250
1,0,1,0,100
1,1,1,0,150
0,12,1,0,125
0,1,1,5,45
1,0,1,0,275
1,50,1,89,159
0,32,3,358,70
1,3,1,0,145
0,3,1,0,70
0,0,1,158,80
0,2,3,5,80
0,0,1,0,120
0,0,1,0,50
1,6,1,0,115
0,28,2,0,85
0,8,1,61,45
1,10,1,66,90
0,24,1,281,61
0,0,1,0,69
1,2,1,160,75
0,3,1,0,60
1,26,2,92,148
1,9,1,191,125
1,9,3,298,120
1,12,1,0,151
1,3,1,333,250
0,0,1,0,30
1,1,1,119,195
1,5,1,0,85
1,10,1,0,63
0,0,1,0,250
1,34,1,0,140
0,3,1,0,120
0,27,1,196,80
1,1,1,307,175
0,0,1,222,70
1,0,1,0,250
1,0,1,0,210
1,45,1,249,275
1,0,1,0,100
0,0,1,23,100
1,35,1,38,249
1,2,1,334,299
1,17,1,0,120
0,30,2,342,100
1,8,1,0,100
1,44,2,208,85
0,0,1,66,135
0,24,1,175,90
0,3,1,0,50
1,1,1,0,250
0,2,1,0,95
0,2,1,0,44
0,6,1,0,73
0,1,1,0,75
1,0,1,0,215
1,14,1,0,225
0,7,3,84,60
0,0,1,78,250
0,54,1,320,69
0,42,1,10,65
0,9,2,332,65
0,39,2,78,90
0,17,2,59,35
0,3,1,0,35
1,5,1,0,250
1,2,1,351,195
2,9,2,0,50
1,18,1,242,90
0,2,1,0,40
1,1,1,0,240
1,0,1,9,107
1,16,1,0,115
0,14,3,365,70
1,3,1,5,148
1,17,1,2,130
0,8,1,0,74
1,13,1,34,100
1,44,2,39,88
0,56,2,51,85
1,5,1,0,175
0,57,3,342,50
1,7,1,231,300
1,52,1,24,85
1,1,1,0,240
0,1,1,0,84
0,1,1,53,75
1,50,1,40,100
1,64,2,262,240
0,2,3,139,75
1,6,2,68,160
1,0,1,0,70
1,0,1,177,299
1,3,1,263,250
1,10,1,0,199
1,16,1,0,150
0,24,3,149,150
1,4,1,27,151
1,9,1,315,115
1,3,2,0,120
1,47,1,291,150
1,0,1,5,200
1,1,1,0,85
1,3,2,0,245
1,10,1,32,259
0,24,3,35,69
0,20,3,0,69
1,4,2,177,249
0,14,1,8,55
1,6,3,215,165
1,3,1,0,200
1,0,1,0,200
0,43,1,197,145
0,0,2,161,159
1,10,1,224,200
1,22,1,11,89
0,6,3,0,95
1,69,1,99,290
0,1,1,0,70
1,20,1,107,147
0,2,1,0,55
0,0,1,0,100
0,2,1,0,99
0,12,1,0,51
1,7,1,0,200
0,9,3,365,55
1,18,1,0,150
1,27,1,42,172
0,2,1,50,60
1,15,1,9,150
1,50,1,265,225
0,37,1,28,190
1,54,1,20,75
1,3,1,28,250
1,16,1,4,60
0,0,1,0,150
0,10,1,247,89
1,19,1,247,90
1,5,1,231,300
1,2,1,108,300
1,62,1,80,100
1,0,1,0,215
0,13,1,0,76
1,4,1,0,250
0,13,1,0,49
0,3,2,68,65
0,35,1,88,80
0,0,1,0,170
1,2,1,0,120
1,2,1,0,120
0,1,1,365,89
0,3,1,0,99
1,2,1,0,110
1,40,1,0,108
1,4,1,0,165
1,12,1,33,300
1,3,1,0,105
1,70,1,263,199
0,24,1,30,90
0,3,2,0,139
0,14,1,0,150
1,38,1,131,115
1,1,1,0,100
1,37,1,34,165
0,52,2,329,85
0,1,3,365,150
0,2,2,1,90
1,54,1,344,63
0,1,2,0,55
0,4,3,356,150
1,45,1,7,130
0,3,1,0,50
0,5,1,0,35
1,52,1,311,150
1,4,1,157,325
1,13,1,0,200
1,1,1,0,150
0,7,3,54,85
1,15,1,0,110
1,0,1,364,250
1,4,1,0,240
0,1,1,3,250
1,6,1,0,165
0,4,1,365,250
0,9,1,0,35
0,2,1,0,70
0,3,2,0,66
1,17,1,36,250
0,5,1,365,70
1,26,1,243,130
1,8,1,2,200
1,3,1,0,80
1,16,1,60,125
1,15,2,23,95
0,1,1,0,75
0,0,1,0,185
1,11,2,355,239
0,7,1,82,45
1,7,1,351,239
0,27,1,320,95
0,61,2,171,38
0,0,1,0,120
1,2,2,0,290
0,24,3,28,78
1,8,1,90,211
0,49,1,2,85
1,10,1,0,200
1,4,1,51,90
0,0,1,0,80
0,2,1,0,50
1,1,2,265,215
1,15,1,13,110
1,5,1,0,225
0,26,1,74,45
0,1,1,0,100
0,12,1,0,95
1,18,2,141,99
0,23,1,0,75
0,8,1,0,100
1,2,1,0,180
0,31,1,90,95
0,7,2,50,45
1,15,2,154,233
0,37,1,22,86
1,24,1,246,135
1,2,1,0,83
0,3,3,365,52
0,67,2,295,99
0,56,1,21,50
0,3,1,0,125
1,1,1,0,80
0,6,1,0,85
1,45,1,295,120
0,4,2,8,49
1,0,1,0,275
0,18,3,62,75
1,18,1,0,130
1,4,1,0,185
0,61,2,287,150
1,4,1,64,150
1,27,1,321,150
1,44,1,0,245
0,0,1,0,65
1,4,1,9,208
1,4,1,2,160
1,3,1,0,220
1,0,1,0,99
0,25,1,16,150
0,0,1,0,30
0,64,2,26,62
0,20,1,27,30
0,1,1,0,60
0,12,3,89,75
1,8,1,0,45
1,41,1,0,114
0,1,1,0,45
1,24,1,265,298
1,1,1,0,96
0,48,1,0,80
1,1,1,0,114
0,13,1,316,60
0,0,1,179,70
1,26,1,47,136
1,18,1,68,150
0,0,2,0,120
1,50,1,54,95
0,37,1,142,55
1,6,1,0,230
1,38,1,261,188
0,2,1,178,77
2,1,2,363,50
0,2,1,0,60
0,38,3,47,70
0,6,2,82,88
0,2,1,0,54
1,5,1,0,99
0,1,2,0,100
0,0,1,0,50
1,2,1,0,140
0,34,1,0,60
0,9,1,0,120
1,0,1,5,150
2,10,1,0,55
1,7,1,52,100
1,6,1,316,199
0,0,1,0,82
0,0,1,0,85
0,62,2,7,50
2,7,1,179,95
0,12,1,0,40
1,1,2,55,190
1,2,1,102,150
1,65,1,92,199
0,29,2,198,120
0,4,1,0,46
1,11,1,22,100
1,22,1,332,10
0,7,1,0,55
1,29,1,309,85
0,1,1,27,89
1,0,1,0,85
0,2,1,0,99
1,20,2,229,75
1,22,1,44,115
0,50,1,36,79
1,13,1,224,170
0,0,1,0,55
1,2,1,12,139
0,4,2,358,50
0,0,3,0,200
1,4,1,17,190
0,1,1,0,125
1,23,1,0,200
0,42,1,172,125
1,3,1,0,160
0,0,1,0,200
0,4,2,54,45
1,13,1,0,145
0,5,1,0,80
1,0,1,0,300
1,1,1,0,189
1,32,1,57,125
0,14,1,0,83
0,0,1,0,70
1,39,1,75,149
1,1,1,82,225
0,3,1,0,95
1,7,1,9,75
0,7,1,0,98
0,0,1,0,98
0,1,1,0,38
1,0,1,0,75
0,5,3,37,150
1,3,1,0,300
1,38,1,36,180
1,0,1,0,150
1,68,1,202,150
0,4,1,0,150
1,2,1,219,125
1,4,1,0,254
0,13,2,13,85
0,26,1,24,50
0,13,1,0,49
1,1,1,175,140
1,1,1,0,100
1,6,1,0,175
1,0,1,0,150
0,2,2,0,80
1,29,2,0,224
1,0,1,324,97
1,4,1,284,114
0,2,1,0,48
1,1,1,0,260
1,0,1,0,175
1,1,1,185,214
1,1,1,0,100
0,0,1,0,99
1,31,2,220,199
0,9,1,0,65
1,10,1,239,125
0,0,1,0,50
1,2,1,0,151
1,1,1,0,117
1,26,2,275,200
0,0,1,48,32
1,45,1,170,130
1,2,1,4,160
2,1,3,167,25
0,0,2,365,125
1,0,1,107,186
1,54,1,61,100
0,0,1,56,80
0,7,1,0,70
0,0,1,0,90
0,1,1,0,61
1,2,1,0,240
0,0,1,0,10
0,24,1,0,89
0,0,1,0,60
1,6,3,90,125
1,0,1,0,69
0,0,1,0,59
1,10,2,187,150
1,50,1,325,160
0,11,1,0,69
0,1,2,0,66
0,66,1,59,85
0,19,1,88,80
1,22,1,365,120
0,36,2,316,50
0,70,2,348,78
1,4,1,7,240
0,37,1,157,140
0,18,3,0,55
1,4,1,106,150
1,6,1,21,250
1,3,1,0,110
1,4,1,0,95
0,38,1,308,80
0,0,1,40,100
1,19,1,0,185
0,2,1,0,68
0,3,1,5,35
2,8,1,5,90
0,4,2,0,73
0,13,1,1,69
1,7,3,52,72
1,1,1,0,160
0,0,1,0,99
0,6,2,0,100
0,1,1,0,48
1,6,1,277,269
1,0,1,0,130
1,23,1,0,140
1,7,1,14,150
0,40,3,70,65
1,1,1,0,150
0,10,1,8,80
0,2,2,0,41
1,0,1,0,100
1,7,1,0,150
1,3,2,363,260
1,7,2,3,127
1,67,1,289,180
1,0,1,0,146
1,7,1,0,180
1,0,1,0,110
0,5,2,250,36
1,20,1,0,120
1,14,2,0,85
1,3,1,0,190
0,4,1,31,63
1,2,1,23,190
1,15,2,281,92
0,2,2,342,110
0,0,1,53,40
1,9,1,127,198
1,0,1,0,300
0,14,1,365,100
0,3,3,336,140
0,8,2,0,61
1,44,1,299,260
0,0,1,0,85
1,5,3,36,135
1,0,1,0,125
0,3,1,281,125
0,11,1,0,100
1,0,1,0,300
1,5,1,0,150
0,2,3,0,65
1,0,1,182,110
1,25,1,6,95
1,16,1,301,182
1,0,1,7,75
1,0,1,0,129
1,8,1,9,275
1,54,2,193,80
0,0,1,0,100
1,12,1,0,279
1,8,2,176,150
0,10,2,311,60
1,0,2,0,184
0,2,1,171,120
1,17,1,7,239
0,29,3,296,85
0,1,1,0,100
1,0,1,134,139
1,10,1,93,140
1,33,1,0,90
0,3,1,29,57
0,47,1,3,95
0,0,1,0,34
0,0,1,0,300
1,4,1,34,175
1,2,1,0,109
1,1,1,0,125
1,2,3,266,239
0,10,1,5,95
1,3,1,2,100
0,0,1,364,100
0,49,2,43,100
1,2,1,19,115
0,2,1,0,80
1,13,1,0,180
1,0,1,0,160
1,58,2,17,146
1,1,1,0,95
0,1,1,82,75
0,5,1,0,52
0,2,2,64,85
0,0,1,0,80
0,0,1,0,45
1,1,1,344,200
1,59,2,243,160
1,38,3,0,264
1,2,1,0,120
1,37,1,97,145
1,8,1,81,110
1,1,1,0,199
0,2,2,71,90
1,10,1,0,275
1,62,1,213,175
1,3,1,5,162
0,62,1,317,62
0,4,1,240,63
0,66,2,295,120
1,46,1,248,185
0,10,1,5,49
0,4,1,179,80
1,5,2,179,250
0,26,1,43,42
1,15,1,0,100
2,9,1,85,100
1,0,1,0,95
0,2,1,0,150
0,3,1,0,31
0,1,1,0,125
0,0,1,0,75
0,0,1,0,70
0,20,2,258,48
1,8,1,10,180
1,11,1,40,145
1,30,1,282,60
1,1,1,0,150
0,6,2,3,100
1,31,1,169,115
1,19,1,18,140
1,1,1,0,65
0,5,1,0,129
0,3,1,0,100
1,41,1,158,200
2,26,2,84,55
0,1,1,0,86
1,20,1,157,120
0,0,1,0,115
1,0,1,0,160
0,0,1,0,95
0,4,1,146,90
1,1,1,8,165
2,17,3,4,34
1,22,1,238,150
0,12,2,0,100
0,0,1,100,50
1,0,2,0,150
0,2,1,179,245
0,1,1,0,50
0,1,1,0,78
0,0,1,0,70
0,0,1,0,75
0,29,1,13,64
0,0,1,0,75
0,0,1,365,150
0,0,1,0,175
0,2,1,0,75
0,0,1,0,200
1,2,1,0,280
1,1,1,25,220
0,0,1,0,34
0,6,1,31,65
0,0,2,89,60
0,2,2,353,75
1,3,1,0,200
1,3,1,0,152
0,7,1,0,76
0,0,1,0,60
0,35,1,36,50
1,43,1,0,175
1,5,1,361,90
0,34,1,332,92
0,48,1,328,60
0,3,1,365,150
0,2,1,37,60
0,0,1,5,60
2,13,1,81,25
0,9,2,0,45
1,1,1,84,175
0,7,3,16,100
1,6,1,0,150
1,3,1,0,215
1,8,1,0,164
1,2,1,33,225
1,13,1,1,100
2,5,1,321,29
1,5,1,0,175
1,26,1,14,110
1,1,1,0,165
1,13,1,111,95
1,4,1,0,65
0,10,1,348,80
0,3,2,254,60
1,1,1,0,159
1,13,1,164,330
0,55,1,332,49
1,37,1,8,200
0,2,2,212,130
1,0,2,0,80
0,7,1,133,90
0,0,1,14,45
0,1,1,83,188
1,1,2,0,74
1,0,1,0,130
0,3,1,0,80
1,1,1,0,80
0,30,1,0,91
1,6,1,0,110
1,43,1,68,139
1,5,1,165,215
0,1,1,0,60
0,10,3,0,123
0,3,2,0,55
0,22,2,175,60
0,1,2,0,199
0,1,1,349,61
0,29,1,41,249
1,0,1,0,275
1,2,1,0,95
0,1,3,38,78
1,23,1,67,110
0,2,1,0,35
1,49,1,0,200
1,2,1,0,120
1,0,1,10,295
1,23,1,0,210
0,8,1,191,125
0,0,1,0,75
0,0,1,0,130
0,6,1,0,75
0,0,3,178,100
0,7,1,0,62
0,20,1,334,50
0,0,1,24,50
1,6,2,302,90
1,25,3,0,300
1,19,1,74,115
2,1,2,0,79
0,25,1,311,120
1,17,1,0,185
1,15,1,54,199
0,1,1,0,150
1,0,1,0,169
0,4,1,0,54
1,31,2,283,275
0,0,1,0,295
0,1,1,0,80
0,0,1,0,50
1,2,1,188,175
1,2,1,0,91
1,26,1,0,110
1,2,1,54,220
0,0,1,0,35
1,23,1,232,175
0,2,2,365,228
2,4,1,0,75
0,2,1,0,60
0,0,1,0,60
0,3,2,126,75
1,0,1,43,220
0,0,1,0,85
1,3,1,0,82
0,0,2,0,130
0,4,1,0,50
1,6,1,170,170
1,21,1,125,180
1,20,1,0,61
0,2,1,356,80
0,0,1,0,200
1,30,1,48,175
1,51,1,242,149
1,4,1,0,250
1,42,3,348,125
0,11,2,58,120
0,9,2,31,60
0,13,1,0,70
0,47,3,0,55
1,2,2,255,245
1,5,1,303,200
1,0,1,0,200
1,58,1,152,200
1,2,1,0,200
1,3,1,0,85
1,1,2,71,150
1,23,2,207,299
1,1,3,0,169
0,13,1,48,70
0,11,3,219,60
0,59,2,354,75
0,4,2,266,50
0,14,1,7,150
1,11,1,90,160
0,45,2,272,95
0,33,2,191,125
1,4,1,51,275
0,11,1,88,58
0,48,1,214,80
1,31,1,58,250
1,4,1,0,110
1,0,1,0,100
1,63,1,235,155
1,1,1,0,149
0,2,2,364,58
0,5,1,354,90
0,4,3,0,50
1,16,1,271,250
1,3,1,0,150
0,19,1,42,145
0,14,1,36,125
1,1,1,0,81
1,3,1,37,135
1,2,1,9,91
1,9,1,0,200
1,15,1,178,75
1,6,1,0,67
0,16,1,2,55
0,2,1,0,80
0,17,3,87,133
0,1,1,0,200
1,1,1,296,100
1,9,2,267,195
0,1,1,341,85
0,7,3,365,35
0,8,2,110,55
0,35,1,0,70
1,1,1,0,76
0,6,1,174,69
1,6,1,0,140
1,0,1,0,72
0,4,1,9,79
0,7,1,131,42
0,0,2,0,115
0,22,3,173,65
0,0,1,0,36
0,27,1,0,80
0,52,1,126,94
0,2,1,0,56
1,1,1,0,85
0,3,1,6,90
0,0,1,0,36
1,0,1,0,200
1,51,1,9,225
0,4,1,0,51
0,1,3,81,70
0,3,1,0,45
0,5,2,191,53
0,6,2,0,175
0,0,2,365,62
1,24,1,196,115
0,25,1,0,55
0,37,2,334,72
0,0,1,0,60
1,39,1,253,200
1,0,1,0,155
0,11,1,98,71
1,44,1,110,140
1,12,1,354,230
0,1,1,0,40
1,8,1,75,100
0,4,1,0,75
1,1,1,0,109
1,12,1,106,100
1,2,1,0,225
0,3,3,3,65
1,13,2,0,160
1,12,2,105,120
0,27,1,0,80
1,67,1,51,212
1,3,1,0,200
0,0,1,363,40
1,10,1,0,165
1,1,1,0,250
1,0,1,0,130
1,0,2,0,120
1,1,1,13,150
1,13,1,35,179
0,2,1,0,35
0,0,2,54,109
0,0,1,0,69
1,2,3,26,100
1,17,2,214,120
1,3,1,0,185
0,2,1,161,70
1,26,1,267,240
0,24,2,81,55
0,19,1,0,90
1,0,1,33,150
1,59,1,150,60
0,3,1,0,50
0,5,1,174,150
1,9,1,0,80
0,2,2,13,60
0,1,1,0,50
2,0,2,0,72
0,0,1,268,60
0,20,1,188,100
0,1,1,0,62
1,1,1,125,86
1,7,1,0,80
1,0,1,0,200
1,35,1,283,100
1,0,1,0,165
0,0,1,0,60
1,1,1,0,150
0,0,2,0,125
0,4,1,0,55
1,2,1,4,299
0,5,1,95,135
1,7,1,129,295
1,0,1,0,180
1,0,1,0,85
0,7,1,54,52
0,2,1,30,49
0,9,1,364,80
0,6,1,0,50
1,6,1,157,125
1,4,1,0,64
2,36,1,27,95
1,5,2,0,120
1,10,1,0,75
1,48,1,0,140
2,4,1,342,30
0,6,1,0,80
0,2,1,0,75
0,1,1,0,50
1,2,1,0,60
2,36,3,140,30
0,5,1,0,200
1,4,1,65,325
0,65,1,138,101
0,22,3,123,80
1,33,1,0,150
1,45,1,179,98
1,1,1,0,250
0,4,1,0,100
1,23,1,297,165
0,30,3,364,60
0,0,1,0,125
1,11,1,280,225
0,49,2,356,50
0,18,2,0,40
2,1,3,365,39
0,1,1,0,35
0,40,3,146,55
0,0,2,0,39
1,6,1,252,275
1,0,1,0,104
1,0,1,0,100
1,0,1,152,270
1,9,1,3,114
0,41,1,67,150
0,5,1,0,60
0,12,1,0,50
1,23,2,49,75
0,0,1,0,100
2,2,2,64,65
0,1,1,0,100
0,40,1,0,50
1,6,1,177,225
0,5,1,0,90
0,10,1,152,70
0,10,1,0,300
0,10,2,0,54
1,68,1,5,100
0,11,1,0,46
0,68,2,313,51
1,23,1,89,100
0,18,1,19,55
1,0,1,0,300
1,4,1,364,300
1,2,1,0,132
1,2,1,1,120
1,0,1,0,225
0,0,1,175,75
1,54,2,338,200
0,0,1,12,90
0,3,3,365,99
1,35,1,356,120
0,1,1,0,150
1,5,1,0,80
0,14,1,17,75
0,10,1,0,40
2,0,3,323,67
1,17,1,0,75
0,3,1,0,45
1,16,1,0,186
0,1,2,125,55
1,40,1,223,98
1,3,2,300,130
2,1,3,138,37
0,3,2,0,29
1,9,1,5,100
1,3,1,0,163
1,3,1,190,250
1,0,1,342,179
1,3,1,0,159
0,3,1,0,60
0,9,2,0,21
1,2,1,0,164
1,25,2,70,165
0,1,2,59,35
1,0,1,0,140
0,0,3,66,110
0,39,1,231,48
0,2,1,0,67
0,33,1,176,47
1,31,2,62,125
0,1,2,0,75
1,22,1,39,169
0,2,2,207,100
1,1,1,0,109
1,4,1,4,200
0,12,1,0,90
1,5,1,0,145
1,0,1,0,28
0,2,1,113,89
0,0,2,0,75
0,14,2,216,57
0,0,1,88,100
1,11,1,4,115
0,3,1,0,80
1,0,1,0,200
0,4,1,0,99
1,0,1,0,200
0,0,1,0,50
0,10,1,5,65
0,18,3,118,59
1,1,3,0,150
1,4,1,0,110
1,8,1,0,140
0,0,2,0,50
1,1,1,0,165
0,4,1,0,50
0,0,1,0,30
0,59,3,362,70
1,2,1,0,85
1,0,1,0,130
0,33,3,345,57
1,0,1,0,88
1,5,1,0,93
0,1,2,351,120
0,16,3,215,75
1,1,1,3,125
2,5,2,0,40
1,10,1,25,150
0,8,2,81,36
0,70,2,285,55
1,0,1,0,87
1,4,1,0,130
0,0,1,28,46
1,1,1,0,150
1,5,1,0,100
1,21,1,0,97
0,1,3,0,70
1,32,1,42,62
0,20,2,0,200
0,24,1,0,60
1,53,1,14,300
1,30,1,0,144
1,25,1,139,125
1,0,1,0,75
1,10,1,191,70
1,29,1,0,250
1,3,1,0,125
0,13,3,11,85
0,40,3,177,80
0,8,2,0,50
0,3,1,299,130
1,0,1,0,295
0,3,2,25,60
0,2,1,0,49
0,3,3,0,79
0,1,1,0,55
0,32,1,36,30
0,8,1,18,49
0,8,1,31,84
1,0,1,0,175
0,46,1,174,45
0,0,2,115,47
0,17,1,188,65
0,59,2,232,70
1,14,1,0,117
1,23,1,335,231
0,2,1,0,80
1,44,1,319,125
1,34,1,122,90
1,5,2,64,130
1,10,1,0,125
0,1,1,21,105
0,4,1,346,60
1,11,2,0,160
1,69,1,158,135
0,2,1,0,70
1,20,2,0,106
0,4,1,0,80
1,4,1,50,200
1,0,1,332,100
0,3,2,0,150
1,3,1,0,95
1,2,1,0,140
0,0,1,16,39
1,0,1,0,60
1,5,1,0,100
1,41,1,66,120
1,4,1,0,78
1,0,1,0,150
1,33,1,11,140
1,0,1,0,200
0,1,1,0,65
1,3,2,0,130
0,10,1,73,65
1,0,1,111,250
0,3,3,91,215
0,2,2,0,75
0,24,3,313,45
0,16,3,0,55
0,0,1,83,301
0,0,1,15,100
1,14,1,96,200
0,1,1,0,44
1,20,1,0,75
2,0,2,365,120
0,2,2,0,60
1,0,1,0,89
1,67,1,75,139
0,0,1,0,66
1,2,1,130,185
1,1,1,0,121
0,2,1,0,55
1,44,1,271,95
1,41,1,170,165
0,35,1,189,80
0,9,1,357,53
0,11,3,365,77
1,11,1,0,295
0,4,1,362,47
1,5,1,0,160
0,29,2,10,37
0,6,1,0,28
1,13,1,282,150
0,7,1,0,98
1,10,1,11,89
0,1,1,0,50
1,16,1,3,90
0,1,1,0,55
1,1,1,26,200
1,3,1,0,189
1,0,1,0,170
0,1,1,0,70
1,1,1,0,50
1,11,1,171,180
0,34,1,59,55
1,24,1,215,190
0,25,1,28,50
1,5,1,0,290
0,5,3,35,29
0,13,1,23,97
1,12,2,266,239
1,40,1,0,199
0,32,3,114,50
0,42,2,348,57
1,35,1,255,199
1,0,1,37,89
1,1,1,321,179
2,2,1,89,95
0,7,2,0,59
1,25,1,273,175
0,14,2,0,57
0,3,2,359,69
0,1,1,157,65
0,9,1,3,111
1,5,1,0,300
1,18,1,0,99
0,49,3,0,60
1,12,1,363,225
1,2,1,5,175
0,17,2,131,60
0,0,1,7,57
0,2,1,177,150
1,5,1,337,225
0,4,1,0,80
0,3,2,0,100
1,0,1,0,143
2,2,2,326,39
0,2,1,178,200
0,57,1,0,41
1,32,1,0,225
1,13,3,303,180
2,2,2,34,35
1,0,1,0,160
1,6,3,21,200
0,26,1,365,60
0,0,2,0,50
0,1,1,11,50
0,39,1,338,60
1,9,1,268,100
1,4,1,0,150
1,4,1,0,50
1,19,1,28,68
1,4,1,0,95
1,61,1,0,150
0,4,1,0,55
1,36,1,0,75
1,17,1,330,140
0,15,3,0,30
0,24,2,53,65
1,5,1,264,175
1,0,1,173,196
1,10,1,17,159
0,2,1,0,85
1,7,3,14,140
0,1,1,0,110
0,11,1,1,89
0,5,1,328,65
1,31,1,13,128
0,37,3,356,65
1,1,1,0,50
1,7,1,4,149
0,36,1,81,125
0,7,2,267,50
0,0,1,0,60
0,0,1,41,50
0,5,2,0,100
0,12,2,156,120
0,1,1,0,85
0,9,2,142,85
0,16,1,0,80
1,1,2,122,180
1,66,1,5,140
1,6,1,358,225
1,8,1,46,100
1,1,2,0,170
0,10,1,36,150
1,24,1,85,180
0,0,1,0,150
0,0,1,6,86
1,4,1,93,150
1,18,1,0,299
0,67,1,0,70
0,32,1,0,48
0,16,2,339,125
0,1,1,0,100
1,1,1,0,99
0,2,1,12,50
0,0,2,0,150
0,34,2,281,55
1,6,2,0,100
1,1,1,1,100
0,7,2,343,105
0,18,2,336,250
1,3,1,16,105
1,2,1,1,100
0,1,1,1,100
0,9,1,20,40
0,0,1,58,119
0,2,2,135,65
1,5,3,0,92
0,0,1,0,45
0,1,1,5,225
1,5,1,0,100
0,68,1,0,120
1,2,1,0,155
1,21,1,30,89
0,12,2,355,55
0,0,2,0,50
1,8,2,354,189
0,51,2,88,94
1,3,1,43,100
0,1,3,125,75
0,50,1,91,60
0,4,2,10,59
0,1,1,0,72
1,3,1,0,250
1,5,2,0,55
0,6,3,154,55
2,0,3,324,39
1,6,1,0,135
1,35,2,310,90
1,0,1,0,85
1,0,1,0,45
0,26,1,57,55
1,68,1,74,150
0,7,1,68,45
0,0,1,0,69
1,23,1,133,185
0,3,1,6,85
0,1,1,59,68
0,1,1,0,80
1,28,1,316,150
1,6,1,2,130
0,5,1,0,58
1,11,1,0,110
1,1,1,21,135
0,3,1,0,70
0,6,1,363,85
0,0,2,83,100
0,2,1,0,130
1,25,1,64,175
0,0,1,0,50
1,12,2,0,150
1,9,1,0,80
0,0,3,2,79
0,16,1,139,45
0,43,3,25,45
0,6,1,62,60
1,23,1,0,250
0,1,2,0,70
1,18,1,28,125
0,3,1,325,70
1,34,1,0,120
0,2,2,0,99
1,3,1,0,270
1,10,1,83,168
0,0,1,248,135
1,1,1,0,150
1,33,1,9,135
0,6,1,0,90
1,7,2,5,106
1,4,1,0,107
1,2,1,0,165
1,20,1,365,200
1,6,1,0,140
0,0,1,0,45
0,1,2,81,40
0,3,1,108,75
0,1,1,8,80
0,5,1,0,35
0,1,2,0,50
1,4,1,0,90
0,0,1,0,55
1,3,1,0,135
1,30,1,44,40
0,8,2,90,66
0,35,1,144,100
1,3,1,52,74
0,59,1,0,22
0,1,2,343,60
0,8,3,342,70
1,0,1,0,156
0,1,1,0,89
0,1,1,0,40
1,27,1,33,78
1,1,1,14,250
0,1,1,0,45
1,0,1,0,120
1,6,1,0,119
1,21,3,202,196
1,42,1,77,200
0,38,2,361,90
0,8,1,0,47
0,0,1,0,110
0,16,1,280,75
0,29,2,360,40
1,3,1,0,175
0,1,1,0,35
1,0,1,0,100
0,4,3,345,49
0,18,1,82,55
0,1,1,89,300
0,0,1,89,35
0,5,3,16,68
1,35,1,0,69
0,0,1,0,200
0,37,2,308,45
1,17,1,3,160
1,0,3,350,300
1,6,1,313,150
1,0,1,0,116
1,1,1,322,16
1,3,1,0,200
1,34,2,239,250
1,2,1,132,80
1,9,2,364,150
0,28,1,21,100
1,70,2,22,95
1,14,1,32,260
1,2,1,49,85
0,11,1,227,85
1,2,1,0,80
1,6,3,352,150
0,37,1,6,85
0,10,2,7,50
0,0,1,0,45
0,1,2,365,100
0,4,1,0,45
0,26,1,215,98
0,0,1,165,55
1,3,1,0,300
1,4,1,93,90
1,0,1,0,200
1,9,1,0,163
1,0,1,0,120
1,1,1,0,95
1,19,1,310,135
1,1,1,158,250
1,48,2,280,195
1,10,1,0,125
1,2,1,0,165
0,0,1,179,125
1,44,1,350,100
1,7,1,0,123
0,38,1,300,105
0,36,1,0,67
0,5,1,0,60
1,0,1,0,300
0,0,1,0,35
0,3,1,0,120
0,3,1,0,90
0,0,1,0,39
1,0,1,0,125
0,2,2,0,50
0,23,1,212,75
0,17,1,4,100
0,30,2,327,45
0,0,2,0,120
0,6,1,2,60
0,25,1,78,89
2,50,1,343,42
1,45,1,87,159
1,4,1,0,250
0,3,1,0,49
1,1,1,0,150
0,26,3,332,52
2,44,1,90,59
1,0,1,0,125
1,53,1,99,199
1,3,1,41,180
0,3,2,176,60
1,63,1,323,275
0,10,1,211,50
1,32,1,4,123
1,24,1,0,137
0,8,1,0,82
1,5,1,0,290
0,1,1,0,70
1,0,1,0,140
1,1,1,0,150
0,0,1,0,85
1,9,1,9,200
0,1,1,0,90
0,52,3,159,119
1,2,1,0,120
0,8,1,0,110
1,38,1,349,130
0,2,1,0,50
0,0,2,365,60
1,65,2,132,84
1,2,1,0,140
0,3,1,0,90
1,2,1,6,85
1,67,1,101,305
1,1,1,88,170
0,25,1,140,109
1,1,1,0,100
1,8,2,61,250
1,5,1,16,175
1,12,1,17,100
0,6,1,0,80
0,0,1,0,28
1,5,1,0,110
1,26,1,0,123
0,17,2,208,69
0,10,2,0,112
0,1,1,0,150
0,41,1,3,110
1,10,2,173,89
0,1,1,0,70
1,4,1,19,105
1,5,2,73,165
1,14,1,1,100
1,0,1,16,275
0,11,3,162,47
1,1,2,342,99
1,68,2,142,125
0,4,1,76,187
0,13,2,17,40
1,9,1,0,250
1,8,1,310,250
0,3,1,3,50
0,16,2,310,40
1,1,1,0,280
1,18,1,307,135
0,0,1,341,100
1,37,1,211,214
0,0,1,176,90
1,0,1,0,190
1,1,1,57,320
0,61,1,285,47
0,1,1,0,51
0,9,1,0,90
1,11,1,212,150
0,2,1,342,70
1,11,1,296,100
